"Date","Spot exchange rate, Japanese Yen into US $                          XUDLJYD"
"07 Aug 86","153.72"
"06 Aug 86","154.37"
"05 Aug 86","155.12"
"04 Aug 86","153.82"
"01 Aug 86","154"
"31 Jul 86","154.1"
"30 Jul 86","155.9"
"29 Jul 86","155.87"
"28 Jul 86","156.82"
"25 Jul 86","158.05"
"24 Jul 86","156.5"
"23 Jul 86","157.9"
"22 Jul 86","156.36"
"21 Jul 86","155.5"
"18 Jul 86","157"
"17 Jul 86","157"
"16 Jul 86","158.4"
"15 Jul 86","159.5"
"14 Jul 86","160.25"
"11 Jul 86","160.88"
"10 Jul 86","160.31"
"09 Jul 86","160.95"
"08 Jul 86","160.85"
"07 Jul 86","160.42"
"04 Jul 86","160.55"
"03 Jul 86","161.47"
"02 Jul 86","163.13"
"01 Jul 86","162.9"
"30 Jun 86","163.61"
"27 Jun 86","165.66"
"26 Jun 86","166.02"
"25 Jun 86","165.7"
"24 Jun 86","166.56"
"23 Jun 86","168.7"
"20 Jun 86","167.7"
"19 Jun 86","166.92"
"18 Jun 86","167.75"
"17 Jun 86","166.87"
"16 Jun 86","165.55"
"13 Jun 86","165.36"
"12 Jun 86","165.7"
"11 Jun 86","165.87"
"10 Jun 86","166.91"
"09 Jun 86","167.9"
"06 Jun 86","167.35"
"05 Jun 86","170.35"
"04 Jun 86","171.2"
"03 Jun 86","171.45"
"02 Jun 86","175.44"
"30 May 86","174.45"
"29 May 86","170.07"
"28 May 86","168.85"
"27 May 86","169.72"
"23 May 86","169.87"
"22 May 86","169.32"
"21 May 86","168.72"
"20 May 86","168.07"
"19 May 86","167.85"
"16 May 86","165.45"
"15 May 86","163.25"
"14 May 86","163.7"
"13 May 86","162"
"12 May 86","161"
"09 May 86","162.4"
"08 May 86","163.65"
"07 May 86","165.75"
"06 May 86","166.4"
"02 May 86","169.35"
"01 May 86","169.55"
"30 Apr 86","167.6"
"29 Apr 86","167.61"
"28 Apr 86","167.05"
"25 Apr 86","168.6"
"24 Apr 86","168.64"
"23 Apr 86","168.1"
"22 Apr 86","170.05"
"21 Apr 86","171.85"
"18 Apr 86","174.14"
"17 Apr 86","175.55"
"16 Apr 86","176.83"
"15 Apr 86","178.6"
"14 Apr 86","179.16"
"11 Apr 86","178"
"10 Apr 86","179.2"
"09 Apr 86","180.05"
"08 Apr 86","179.92"
"07 Apr 86","182.85"
"04 Apr 86","180.67"
"03 Apr 86","179.74"
"02 Apr 86","179.21"
"01 Apr 86","177.7"
"27 Mar 86","179.6"
"26 Mar 86","179.82"
"25 Mar 86","180.22"
"24 Mar 86","178.75"
"21 Mar 86","175.93"
"20 Mar 86","176.15"
"19 Mar 86","177.13"
"18 Mar 86","175.25"
"17 Mar 86","175.6"
"14 Mar 86","177.1"
"13 Mar 86","179.75"
"12 Mar 86","180.13"
"11 Mar 86","179.87"
"10 Mar 86","180.7"
"07 Mar 86","179.38"
"06 Mar 86","179.71"
"05 Mar 86","180"
"04 Mar 86","179.2"
"03 Mar 86","180.1"
"28 Feb 86","180.7"
"27 Feb 86","179.9"
"26 Feb 86","181.45"
"25 Feb 86","181.67"
"24 Feb 86","182.57"
"21 Feb 86","182.62"
"20 Feb 86","180.6"
"19 Feb 86","177.86"
"18 Feb 86","181.21"
"17 Feb 86","180.3"
"14 Feb 86","181.92"
"13 Feb 86","183"
"12 Feb 86","186.15"
"11 Feb 86","187.45"
"10 Feb 86","188.51"
"07 Feb 86","190.92"
"06 Feb 86","189.97"
"05 Feb 86","190.72"
"04 Feb 86","192.3"
"03 Feb 86","191.41"
"31 Jan 86","192.87"
"30 Jan 86","192.94"
"29 Jan 86","193.85"
"28 Jan 86","195.7"
"27 Jan 86","195.88"
"24 Jan 86","196.85"
"23 Jan 86","201.98"
"22 Jan 86","201.2"
"21 Jan 86","202.24"
"20 Jan 86","202.4"
"17 Jan 86","202.33"
"16 Jan 86","202.32"
"15 Jan 86","202.31"
"14 Jan 86","202.75"
"13 Jan 86","203.06"
"10 Jan 86","202.09"
"09 Jan 86","202.25"
"08 Jan 86","201.78"
"07 Jan 86","201.3"
"06 Jan 86","202.15"
"03 Jan 86","202.36"
"02 Jan 86","199.5"
"31 Dec 85","200.2"
"30 Dec 85","200.95"
"27 Dec 85","202.2"
"24 Dec 85","202.7"
"23 Dec 85","202.4"
"20 Dec 85","202.93"
"19 Dec 85","202.85"
"18 Dec 85","202.92"
"17 Dec 85","201.75"
"16 Dec 85","202.75"
"13 Dec 85","202.45"
"12 Dec 85","202"
"11 Dec 85","203.66"
"10 Dec 85","203.83"
"09 Dec 85","203.38"
"06 Dec 85","203.67"
"05 Dec 85","203.25"
"04 Dec 85","202.8"
"03 Dec 85","204.58"
"02 Dec 85","203.2"
"29 Nov 85","202"
"28 Nov 85","201.5"
"27 Nov 85","201.23"
"26 Nov 85","200.9"
"25 Nov 85","200.6"
"22 Nov 85","201.05"
"21 Nov 85","201.95"
"20 Nov 85","203.14"
"19 Nov 85","202.55"
"18 Nov 85","203.55"
"15 Nov 85","203.97"
"14 Nov 85","203.41"
"13 Nov 85","204.16"
"12 Nov 85","205.74"
"11 Nov 85","205.9"
"08 Nov 85","205.6"
"07 Nov 85","204.47"
"06 Nov 85","205.55"
"05 Nov 85","207.77"
"04 Nov 85","207.65"
"01 Nov 85","209.2"
"31 Oct 85","211.02"
"30 Oct 85","211.23"
"29 Oct 85","212.36"
"28 Oct 85","213.41"
"25 Oct 85","214.35"
"24 Oct 85","216.52"
"23 Oct 85","215.82"
"22 Oct 85","215.76"
"21 Oct 85","215.8"
"18 Oct 85","215.15"
"17 Oct 85","214.9"
"16 Oct 85","216.98"
"15 Oct 85","215.63"
"14 Oct 85","215.38"
"11 Oct 85","215"
"10 Oct 85","214.88"
"09 Oct 85","214.37"
"08 Oct 85","215.67"
"07 Oct 85","215.1"
"04 Oct 85","212.9"
"03 Oct 85","213.65"
"02 Oct 85","213.42"
"01 Oct 85","215.8"
"30 Sep 85","216.57"
"27 Sep 85","218.95"
"26 Sep 85","220.7"
"25 Sep 85","229.34"
"24 Sep 85","230.12"
"23 Sep 85","230.8"
"20 Sep 85","240.85"
"19 Sep 85","241.95"
"18 Sep 85","241.72"
"17 Sep 85","241.4"
"16 Sep 85","241.57"
"13 Sep 85","242.55"
"12 Sep 85","243.12"
"11 Sep 85","243.45"
"10 Sep 85","242.65"
"09 Sep 85","243.45"
"06 Sep 85","243.1"
"05 Sep 85","239.8"
"04 Sep 85","239.8"
"03 Sep 85","239.43"
"02 Sep 85","238.57"
"30 Aug 85","238.9"
"29 Aug 85","237.17"
"28 Aug 85","236.87"
"27 Aug 85","237.11"
"23 Aug 85","236.27"
"22 Aug 85","235.76"
"21 Aug 85","237.14"
"20 Aug 85","237.65"
"19 Aug 85","236.75"
"16 Aug 85","236.6"
"15 Aug 85","237.25"
"14 Aug 85","238.07"
"13 Aug 85","237.07"
"12 Aug 85","237.34"
"09 Aug 85","238.5"
"08 Aug 85","238.51"
"07 Aug 85","237.62"
"06 Aug 85","238.45"
"05 Aug 85","237.47"
"02 Aug 85","237.38"
"01 Aug 85","237.7"
"31 Jul 85","236.48"
"30 Jul 85","236.85"
"29 Jul 85","237.05"
"26 Jul 85","239.42"
"25 Jul 85","239.35"
"24 Jul 85","239.4"
"23 Jul 85","237.6"
"22 Jul 85","239.78"
"19 Jul 85","238.3"
"18 Jul 85","238.25"
"17 Jul 85","236.05"
"16 Jul 85","237.63"
"15 Jul 85","238.65"
"12 Jul 85","241.13"
"11 Jul 85","243.55"
"10 Jul 85","243.47"
"09 Jul 85","244.3"
"08 Jul 85","246.58"
"05 Jul 85","247.1"
"04 Jul 85","247.7"
"03 Jul 85","248.06"
"02 Jul 85","248.45"
"01 Jul 85","247.94"
"28 Jun 85","248.36"
"27 Jun 85","248.82"
"26 Jun 85","248.54"
"25 Jun 85","249.04"
"24 Jun 85","248.77"
"21 Jun 85","248.2"
"20 Jun 85","248.15"
"19 Jun 85","247.28"
"18 Jun 85","247.6"
"17 Jun 85","248.87"
"14 Jun 85","248.62"
"13 Jun 85","249.81"
"12 Jun 85","249.74"
"11 Jun 85","249.61"
"10 Jun 85","250.44"
"07 Jun 85","249.42"
"06 Jun 85","247.95"
"05 Jun 85","249.26"
"04 Jun 85","248.89"
"03 Jun 85","248.75"
"31 May 85","251.48"
"30 May 85","251.55"
"29 May 85","251.83"
"28 May 85","251.52"
"24 May 85","251.05"
"23 May 85","251.47"
"22 May 85","250.5"
"21 May 85","250.5"
"20 May 85","249.38"
"17 May 85","250.75"
"16 May 85","251.78"
"15 May 85","250.85"
"14 May 85","249.55"
"13 May 85","251.5"
"10 May 85","252.37"
"09 May 85","251.75"
"08 May 85","253.19"
"07 May 85","253.38"
"03 May 85","253.5"
"02 May 85","252.85"
"01 May 85","252.95"
"30 Apr 85","251.53"
"29 Apr 85","253"
"26 Apr 85","252.48"
"25 Apr 85","252.3"
"24 Apr 85","251.15"
"23 Apr 85","249.15"
"22 Apr 85","248.05"
"19 Apr 85","247.22"
"18 Apr 85","247.85"
"17 Apr 85","249.27"
"16 Apr 85","249.5"
"15 Apr 85","249.9"
"12 Apr 85","251.55"
"11 Apr 85","252.05"
"10 Apr 85","254.1"
"09 Apr 85","255.45"
"04 Apr 85","254.42"
"03 Apr 85","253.15"
"02 Apr 85","254.1"
"01 Apr 85","252.1"
"29 Mar 85","251.5"
"28 Mar 85","252.85"
"27 Mar 85","252.77"
"26 Mar 85","255.85"
"25 Mar 85","256.35"
"22 Mar 85","255.6"
"21 Mar 85","254.22"
"20 Mar 85","257.45"
"19 Mar 85","258.25"
"18 Mar 85","259.95"
"15 Mar 85","260.55"
"14 Mar 85","260.55"
"13 Mar 85","260.15"
"12 Mar 85","259.97"
"11 Mar 85","259.35"
"08 Mar 85","261.3"
"07 Mar 85","261.07"
"06 Mar 85","261.98"
"05 Mar 85","260.79"
"04 Mar 85","259.87"
"01 Mar 85","261.45"
"28 Feb 85","259.56"
"27 Feb 85","259.25"
"26 Feb 85","261.15"
"25 Feb 85","263.42"
"22 Feb 85","262.95"
"21 Feb 85","261.45"
"20 Feb 85","260.93"
"19 Feb 85","260.2"
"18 Feb 85","259.95"
"15 Feb 85","256.93"
"14 Feb 85","260.76"
"13 Feb 85","263.1"
"12 Feb 85","263.14"
"11 Feb 85","261.3"
"08 Feb 85","260.3"
"07 Feb 85","260.55"
"06 Feb 85","259.57"
"05 Feb 85","259.14"
"04 Feb 85","259.21"
"01 Feb 85","256.47"
"31 Jan 85","254.8"
"30 Jan 85","254.47"
"29 Jan 85","254.02"
"28 Jan 85","254.17"
"25 Jan 85","253.86"
"24 Jan 85","253.82"
"23 Jan 85","254.25"
"22 Jan 85","253.95"
"21 Jan 85","253.35"
"18 Jan 85","254.4"
"17 Jan 85","254.77"
"16 Jan 85","254.78"
"15 Jan 85","254.95"
"14 Jan 85","255.27"
"11 Jan 85","253.65"
"10 Jan 85","254.07"
"09 Jan 85","254.98"
"08 Jan 85","254.6"
"07 Jan 85","255.7"
"04 Jan 85","253.22"
"03 Jan 85","252.4"
"02 Jan 85","251.97"
"31 Dec 84","251.55"
"28 Dec 84","250.45"
"27 Dec 84","250.05"
"24 Dec 84","248.05"
"21 Dec 84","247.8"
"20 Dec 84","247.77"
"19 Dec 84","247.8"
"18 Dec 84","246.8"
"17 Dec 84","247.77"
"14 Dec 84","248.08"
"13 Dec 84","247.44"
"12 Dec 84","247.25"
"11 Dec 84","246.9"
"10 Dec 84","246.64"
"07 Dec 84","247.35"
"06 Dec 84","246.85"
"05 Dec 84","246.77"
"04 Dec 84","246.75"
"03 Dec 84","248.02"
"30 Nov 84","247.4"
"29 Nov 84","245.86"
"28 Nov 84","245.9"
"27 Nov 84","245.35"
"26 Nov 84","246.08"
"23 Nov 84","244.3"
"22 Nov 84","244.2"
"21 Nov 84","245.55"
"20 Nov 84","244.17"
"19 Nov 84","243.52"
"16 Nov 84","242.45"
"15 Nov 84","242.75"
"14 Nov 84","242.05"
"13 Nov 84","239.9"
"12 Nov 84","240.85"
"09 Nov 84","240.8"
"08 Nov 84","241.05"
"07 Nov 84","240.5"
"06 Nov 84","241.95"
"05 Nov 84","242.65"
"02 Nov 84","241.9"
"01 Nov 84","244.96"
"31 Oct 84","245.83"
"30 Oct 84","245.52"
"29 Oct 84","246.5"
"26 Oct 84","245.52"
"25 Oct 84","244.07"
"24 Oct 84","244.1"
"23 Oct 84","244.82"
"22 Oct 84","247.34"
"19 Oct 84","247.46"
"18 Oct 84","248.82"
"17 Oct 84","248.87"
"16 Oct 84","248.87"
"15 Oct 84","248.99"
"12 Oct 84","247.6"
"11 Oct 84","248.15"
"10 Oct 84","247.87"
"09 Oct 84","247.37"
"08 Oct 84","246.77"
"05 Oct 84","247"
"04 Oct 84","246.31"
"03 Oct 84","245.41"
"02 Oct 84","245.93"
"01 Oct 84","246.18"
"28 Sep 84","246.8"
"27 Sep 84","244.67"
"26 Sep 84","245.5"
"25 Sep 84","245.76"
"24 Sep 84","244.4"
"21 Sep 84","244.3"
"20 Sep 84","247.15"
"19 Sep 84","245.57"
"18 Sep 84","246.27"
"17 Sep 84","247.13"
"14 Sep 84","245.45"
"13 Sep 84","245.82"
"12 Sep 84","245"
"11 Sep 84","245.4"
"10 Sep 84","245.75"
"07 Sep 84","244.98"
"06 Sep 84","244.17"
"05 Sep 84","244.46"
"04 Sep 84","243.61"
"03 Sep 84","242.6"
"31 Aug 84","241.52"
"30 Aug 84","241.2"
"29 Aug 84","240.6"
"28 Aug 84","241.35"
"24 Aug 84","240.95"
"23 Aug 84","240.87"
"22 Aug 84","241.55"
"21 Aug 84","241.85"
"20 Aug 84","241.01"
"17 Aug 84","240.77"
"16 Aug 84","240.7"
"15 Aug 84","242.15"
"14 Aug 84","241.45"
"13 Aug 84","243.88"
"10 Aug 84","242.8"
"09 Aug 84","243.32"
"08 Aug 84","243.5"
"07 Aug 84","244.6"
"06 Aug 84","242.67"
"03 Aug 84","241.97"
"02 Aug 84","244.95"
"01 Aug 84","245.46"
"31 Jul 84","244.3"
"30 Jul 84","246.14"
"27 Jul 84","245.15"
"26 Jul 84","243.65"
"25 Jul 84","245.7"
"24 Jul 84","246.4"
"23 Jul 84","247.11"
"20 Jul 84","244.28"
"19 Jul 84","243.49"
"18 Jul 84","243.42"
"17 Jul 84","242.19"
"16 Jul 84","240.46"
"13 Jul 84","241.57"
"12 Jul 84","242.65"
"11 Jul 84","242.17"
"10 Jul 84","241.68"
"09 Jul 84","242.47"
"06 Jul 84","240.75"
"05 Jul 84","240.52"
"04 Jul 84","239.62"
"03 Jul 84","239.59"
"02 Jul 84","238.8"
"29 Jun 84","237.45"
"28 Jun 84","237.15"
"27 Jun 84","237.8"
"26 Jun 84","237.12"
"25 Jun 84","238.04"
"22 Jun 84","235.7"
"21 Jun 84","234.68"
"20 Jun 84","234.2"
"19 Jun 84","232.9"
"18 Jun 84","233.35"
"15 Jun 84","232.9"
"14 Jun 84","231.5"
"13 Jun 84","232.25"
"12 Jun 84","232.2"
"11 Jun 84","231.33"
"08 Jun 84","231.65"
"07 Jun 84","231.25"
"06 Jun 84","230.68"
"05 Jun 84","229.85"
"04 Jun 84","229.5"
"01 Jun 84","230.4"
"31 May 84","231.5"
"30 May 84","231.24"
"29 May 84","231.97"
"25 May 84","231.8"
"24 May 84","232.08"
"23 May 84","230.37"
"22 May 84","233.22"
"21 May 84","233.05"
"18 May 84","233.14"
"17 May 84","232.15"
"16 May 84","231.25"
"15 May 84","231.85"
"14 May 84","231.46"
"11 May 84","230.25"
"10 May 84","229.95"
"09 May 84","229.3"
"08 May 84","229.21"
"04 May 84","226.75"
"03 May 84","226.72"
"02 May 84","226.97"
"01 May 84","227.16"
"30 Apr 84","226.95"
"27 Apr 84","226.13"
"26 Apr 84","226.07"
"25 Apr 84","225.35"
"24 Apr 84","225.42"
"19 Apr 84","224.67"
"18 Apr 84","224.63"
"17 Apr 84","224.85"
"16 Apr 84","225.51"
"13 Apr 84","224.8"
"12 Apr 84","223.37"
"11 Apr 84","222.2"
"10 Apr 84","225.3"
"09 Apr 84","225.06"
"06 Apr 84","225.25"
"05 Apr 84","224.76"
"04 Apr 84","225.17"
"03 Apr 84","224.92"
"02 Apr 84","224.27"
"30 Mar 84","224.25"
"29 Mar 84","223.6"
"28 Mar 84","225.16"
"27 Mar 84","223.76"
"26 Mar 84","224.85"
"23 Mar 84","225.6"
"22 Mar 84","226.5"
"21 Mar 84","226.45"
"20 Mar 84","225.74"
"19 Mar 84","226.05"
"16 Mar 84","225.45"
"15 Mar 84","224.25"
"14 Mar 84","222.22"
"13 Mar 84","223.35"
"12 Mar 84","224.62"
"09 Mar 84","224.1"
"08 Mar 84","223.75"
"07 Mar 84","223"
"06 Mar 84","223.52"
"05 Mar 84","224.5"
"02 Mar 84","227.7"
"01 Mar 84","233.37"
"29 Feb 84","233.28"
"28 Feb 84","233.47"
"27 Feb 84","233.38"
"24 Feb 84","233"
"23 Feb 84","233.36"
"22 Feb 84","233.1"
"21 Feb 84","233.89"
"20 Feb 84","233.35"
"17 Feb 84","233.3"
"16 Feb 84","232.65"
"15 Feb 84","233.33"
"14 Feb 84","234.2"
"13 Feb 84","234.31"
"10 Feb 84","234.6"
"09 Feb 84","233.58"
"08 Feb 84","234.05"
"07 Feb 84","233.95"
"06 Feb 84","233.17"
"03 Feb 84","233.1"
"02 Feb 84","233.52"
"01 Feb 84","234.57"
"31 Jan 84","234.55"
"30 Jan 84","234.51"
"27 Jan 84","234.22"
"26 Jan 84","234.08"
"25 Jan 84","234.13"
"24 Jan 84","234.39"
"23 Jan 84","233.8"
"20 Jan 84","234.14"
"19 Jan 84","233.16"
"18 Jan 84","233.65"
"17 Jan 84","234.2"
"16 Jan 84","233.28"
"13 Jan 84","233.45"
"12 Jan 84","235.1"
"11 Jan 84","234.02"
"10 Jan 84","233.46"
"09 Jan 84","233.39"
"06 Jan 84","232.57"
"05 Jan 84","233.29"
"04 Jan 84","233.6"
"03 Jan 84","231.54"
"30 Dec 83","231.6"
"29 Dec 83","232.02"
"28 Dec 83","233.4"
"23 Dec 83","233.8"
"22 Dec 83","233.76"
"21 Dec 83","234.89"
"20 Dec 83","234.52"
"19 Dec 83","236.2"
"16 Dec 83","235.45"
"15 Dec 83","234.62"
"14 Dec 83","235.1"
"13 Dec 83","235.85"
"12 Dec 83","236.45"
"09 Dec 83","236.23"
"08 Dec 83","233.95"
"07 Dec 83","234.14"
"06 Dec 83","233.8"
"05 Dec 83","234.85"
"02 Dec 83","233.27"
"01 Dec 83","232.85"
"30 Nov 83","232.32"
"29 Nov 83","234.8"
"28 Nov 83","234.4"
"25 Nov 83","235.08"
"24 Nov 83","235.12"
"23 Nov 83","234.75"
"22 Nov 83","234.7"
"21 Nov 83","235.57"
"18 Nov 83","236.05"
"17 Nov 83","235.57"
"16 Nov 83","234.51"
"15 Nov 83","234.45"
"14 Nov 83","234.55"
"11 Nov 83","235.75"
"10 Nov 83","234.49"
"09 Nov 83","235.45"
"08 Nov 83","236.14"
"07 Nov 83","236.92"
"04 Nov 83","236.45"
"03 Nov 83","234.05"
"02 Nov 83","234.57"
"01 Nov 83","234.65"
"31 Oct 83","233.87"
"28 Oct 83","232.35"
"27 Oct 83","232.55"
"26 Oct 83","232.9"
"25 Oct 83","232.42"
"24 Oct 83","233.45"
"21 Oct 83","232.55"
"20 Oct 83","232.49"
"19 Oct 83","233.35"
"18 Oct 83","232.35"
"17 Oct 83","232.44"
"14 Oct 83","232.79"
"13 Oct 83","233.1"
"12 Oct 83","233.8"
"11 Oct 83","232.52"
"10 Oct 83","232.7"
"07 Oct 83","230.72"
"06 Oct 83","232.6"
"05 Oct 83","233.1"
"04 Oct 83","233.95"
"03 Oct 83","233.7"
"30 Sep 83","235.65"
"29 Sep 83","236.55"
"28 Sep 83","236.12"
"27 Sep 83","238.51"
"26 Sep 83","237.9"
"23 Sep 83","239.9"
"22 Sep 83","242.65"
"21 Sep 83","242.3"
"20 Sep 83","241.72"
"19 Sep 83","242"
"16 Sep 83","243.82"
"15 Sep 83","244.7"
"14 Sep 83","245"
"13 Sep 83","243.9"
"12 Sep 83","243.4"
"09 Sep 83","244.43"
"08 Sep 83","245.05"
"07 Sep 83","246"
"06 Sep 83","245.55"
"05 Sep 83","245.95"
"02 Sep 83","246.58"
"01 Sep 83","246.47"
"31 Aug 83","246.45"
"30 Aug 83","246.45"
"26 Aug 83","246.17"
"25 Aug 83","243.03"
"24 Aug 83","243.02"
"23 Aug 83","242.65"
"22 Aug 83","243.15"
"19 Aug 83","244.12"
"18 Aug 83","243.15"
"17 Aug 83","242.87"
"16 Aug 83","243.45"
"15 Aug 83","246.65"
"12 Aug 83","247.4"
"11 Aug 83","246.3"
"10 Aug 83","245.77"
"09 Aug 83","243.97"
"08 Aug 83","244.55"
"05 Aug 83","244.12"
"04 Aug 83","243.2"
"03 Aug 83","243.19"
"02 Aug 83","242.97"
"01 Aug 83","243.67"
"29 Jul 83","241.6"
"28 Jul 83","240.65"
"27 Jul 83","240.5"
"26 Jul 83","240.55"
"25 Jul 83","241.01"
"22 Jul 83","240.05"
"21 Jul 83","239.38"
"20 Jul 83","239.15"
"19 Jul 83","240.78"
"18 Jul 83","240.6"
"15 Jul 83","241.2"
"14 Jul 83","240.1"
"13 Jul 83","239.5"
"12 Jul 83","240.9"
"11 Jul 83","240.97"
"08 Jul 83","240.7"
"07 Jul 83","240.35"
"06 Jul 83","239.52"
"05 Jul 83","240.45"
"04 Jul 83","240.05"
"01 Jul 83","239.1"
"30 Jun 83","239.25"
"29 Jun 83","239.1"
"28 Jun 83","239.35"
"27 Jun 83","238.21"
"24 Jun 83","238.15"
"23 Jun 83","237.65"
"22 Jun 83","237.45"
"21 Jun 83","239.45"
"20 Jun 83","240.3"
"17 Jun 83","239.25"
"16 Jun 83","240.73"
"15 Jun 83","243.14"
"14 Jun 83","242.9"
"13 Jun 83","241.95"
"10 Jun 83","242.2"
"09 Jun 83","242.35"
"08 Jun 83","241.08"
"07 Jun 83","240.3"
"06 Jun 83","240.47"
"03 Jun 83","238.9"
"02 Jun 83","238.1"
"01 Jun 83","240.22"
"31 May 83","238.96"
"27 May 83","237.41"
"26 May 83","236.36"
"25 May 83","236.02"
"24 May 83","236.5"
"23 May 83","236.25"
"20 May 83","233.77"
"19 May 83","233.62"
"18 May 83","232.3"
"17 May 83","233.8"
"16 May 83","233.23"
"13 May 83","232.36"
"12 May 83","231.65"
"11 May 83","230.97"
"10 May 83","233.1"
"09 May 83","233.12"
"06 May 83","234.92"
"05 May 83","234.9"
"04 May 83","236.2"
"03 May 83","237.4"
"29 Apr 83","237.47"
"28 Apr 83","237.77"
"27 Apr 83","236.92"
"26 Apr 83","237.82"
"25 Apr 83","235.77"
"22 Apr 83","236.52"
"21 Apr 83","236.27"
"20 Apr 83","237.33"
"19 Apr 83","237.96"
"18 Apr 83","237.7"
"15 Apr 83","237.84"
"14 Apr 83","238.82"
"13 Apr 83","238.2"
"12 Apr 83","237.6"
"11 Apr 83","238.05"
"08 Apr 83","239.25"
"07 Apr 83","238.05"
"06 Apr 83","237.05"
"05 Apr 83","238.05"
"31 Mar 83","238.92"
"30 Mar 83","239.15"
"29 Mar 83","239.8"
"28 Mar 83","239.92"
"25 Mar 83","236.55"
"24 Mar 83","236.15"
"23 Mar 83","238.87"
"22 Mar 83","239.32"
"21 Mar 83","241.07"
"18 Mar 83","240.2"
"17 Mar 83","238.25"
"16 Mar 83","237.25"
"15 Mar 83","236.32"
"14 Mar 83","237.65"
"11 Mar 83","237.92"
"10 Mar 83","236.97"
"09 Mar 83","237.27"
"08 Mar 83","238.42"
"07 Mar 83","235"
"04 Mar 83","235.92"
"03 Mar 83","236.27"
"02 Mar 83","237.15"
"01 Mar 83","238.65"
"28 Feb 83","237.72"
"25 Feb 83","235"
"24 Feb 83","233.87"
"23 Feb 83","234.25"
"22 Feb 83","233.75"
"21 Feb 83","232.72"
"18 Feb 83","233.92"
"17 Feb 83","233.42"
"16 Feb 83","233.1"
"15 Feb 83","232.62"
"14 Feb 83","234.97"
"11 Feb 83","234.52"
"10 Feb 83","235.67"
"09 Feb 83","236.5"
"08 Feb 83","236.45"
"07 Feb 83","235.07"
"04 Feb 83","240.35"
"03 Feb 83","239.3"
"02 Feb 83","241.63"
"01 Feb 83","238.77"
"31 Jan 83","239.07"
"28 Jan 83","236.05"
"27 Jan 83","236.35"
"26 Jan 83","234.75"
"25 Jan 83","236.1"
"24 Jan 83","240.75"
"21 Jan 83","235.87"
"20 Jan 83","235.8"
"19 Jan 83","234.67"
"18 Jan 83","232.15"
"17 Jan 83","229.07"
"14 Jan 83","230.75"
"13 Jan 83","229.27"
"12 Jan 83","230"
"11 Jan 83","229"
"10 Jan 83","227.1"
"07 Jan 83","229.45"
"06 Jan 83","230.1"
"05 Jan 83","229.15"
"04 Jan 83","228.67"
"31 Dec 82","235.5"
"30 Dec 82","233.9"
"29 Dec 82","232.87"
"24 Dec 82","238.1"
"23 Dec 82","238.3"
"22 Dec 82","240.47"
"21 Dec 82","242.2"
"20 Dec 82","244.27"
"17 Dec 82","243.45"
"16 Dec 82","243.4"
"15 Dec 82","244.82"
"14 Dec 82","244.02"
"13 Dec 82","246.5"
"10 Dec 82","244.67"
"09 Dec 82","245.4"
"08 Dec 82","243.05"
"07 Dec 82","242.3"
"06 Dec 82","244.67"
"03 Dec 82","246.97"
"02 Dec 82","248.12"
"01 Dec 82","248.22"
"30 Nov 82","252.07"
"29 Nov 82","249.77"
"26 Nov 82","250.35"
"25 Nov 82","249.4"
"24 Nov 82","251.85"
"23 Nov 82","257.75"
"22 Nov 82","255.15"
"19 Nov 82","257.67"
"18 Nov 82","263.2"
"17 Nov 82","262.8"
"16 Nov 82","264.15"
"15 Nov 82","268.05"
"12 Nov 82","268"
"11 Nov 82","267.85"
"10 Nov 82","266.8"
"09 Nov 82","272.2"
"08 Nov 82","276"
"05 Nov 82","275.52"
"04 Nov 82","277.12"
"03 Nov 82","276.37"
"02 Nov 82","275.9"
"01 Nov 82","277.35"
"29 Oct 82","277.1"
"28 Oct 82","277.5"
"27 Oct 82","276.09"
"26 Oct 82","275.85"
"25 Oct 82","276.62"
"22 Oct 82","273.45"
"21 Oct 82","273.02"
"20 Oct 82","270.7"
"19 Oct 82","268.5"
"18 Oct 82","268.22"
"15 Oct 82","269.77"
"14 Oct 82","267.22"
"13 Oct 82","265.75"
"12 Oct 82","262.35"
"11 Oct 82","263.95"
"08 Oct 82","265.52"
"07 Oct 82","270.82"
"06 Oct 82","273.85"
"05 Oct 82","273.85"
"04 Oct 82","272.92"
"01 Oct 82","268.55"
"30 Sep 82","268"
"29 Sep 82","268.42"
"28 Sep 82","269.72"
"27 Sep 82","268.2"
"24 Sep 82","267.32"
"23 Sep 82","264.22"
"22 Sep 82","262.62"
"21 Sep 82","264.85"
"20 Sep 82","263.52"
"17 Sep 82","262.5"
"16 Sep 82","263.85"
"15 Sep 82","262.05"
"14 Sep 82","262.97"
"13 Sep 82","264.4"
"10 Sep 82","262.05"
"09 Sep 82","259.07"
"08 Sep 82","260.55"
"07 Sep 82","257.17"
"06 Sep 82","258.1"
"03 Sep 82","256.7"
"02 Sep 82","256.7"
"01 Sep 82","259.17"
"31 Aug 82","260.12"
"27 Aug 82","256.22"
"26 Aug 82","251.17"
"25 Aug 82","250.4"
"24 Aug 82","252.9"
"23 Aug 82","255.37"
"20 Aug 82","255.77"
"19 Aug 82","257.85"
"18 Aug 82","258.2"
"17 Aug 82","263.9"
"16 Aug 82","263.55"
"13 Aug 82","262.5"
"12 Aug 82","262.97"
"11 Aug 82","262.87"
"10 Aug 82","262.2"
"09 Aug 82","262.52"
"06 Aug 82","260.3"
